_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
41,"400 BLOCK KINGSBORO ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,1,6,Beltzhoover,3,18,42003562400,5,3,4-5,40.4216197270626,-80.0005418038383
42,"LARIMER AVE & WINSLOW ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,1,6,Larimer,9,12,42003120400,2,5,3-12,40.4657387599481,-79.9133564304215
43,"400 BLOCK CLIMAX ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,1,6,Beltzhoover,3,18,42003562400,5,3,4-21,40.4198067872439,-80.0003494819561
44,"BLOOMFIELD BRG & BIGELOW BLVD PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,1,6,Polish Hill,7,6,42003060500,6,2,2-6,40.4588071191719,-79.9579076378273
45,"HAMILTON AVE & PUTNAM ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,2,0,Larimer,9,12,42003120800,2,5,3-10,40.458829712564,-79.9131312057691
46,"300 BLOCK W STATION SQUARE DR PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,2,0,South Shore,2,19,42003980700,5,3,4-2,40.4349870298907,-80.0069907151145
47,"6500 BLOCK JACKSON ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,2,0,Highland Park,7,11,42003110600,2,5,3-9,40.4728376496439,-79.9121224375572
48,"3200 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,2,0,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4757891815702,-80.0311081190629
49,"WALLACE AVE & CENTER ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,2,0,,,,42003561200,,OSC,3-16,40.4435575098173,-79.8814687847904
50,"HAMILTON AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,2,0,Homewood South,9,13,42003130400,2,5,3-17,40.4527333267435,-79.8891937412148
51,"1800 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,2,1,South Side Flats,3,17,42003170200,3,3,4-24,40.4284868409739,-79.9802691087542
52,"100 BLOCK ROCHELLE ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,2,1,Knoxville,3,30,42003300100,5,3,4-6,40.4151750679869,-79.9881100899007
53,"3800 BLOCK CLEMENT WAY PITTSBURGH, PA 15201",1,0,1,0,0,0,2015,2,1,Lower Lawrenceville,7,6,42003060300,2,2,3-6,40.4626436074343,-79.9608997811755
54,"500 BLOCK PAULSON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,2,1,Larimer,9,12,42003120400,2,5,3-12,40.4632524802595,-79.9120987736764
55,"2400 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,2,1,,,,,,1,,,
56,"1600 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,2,2,Carrick,4,29,42003290200,3,3,4-12,40.3998045691587,-79.9890669688938
57,"7400 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,2,2,Homewood North,9,13,42003130200,2,5,3-17,40.4583216061301,-79.8910159259068
58,"ARLINGTON AVE & PROCTOR WAY PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,2,2,Allentown,3,18,42003180300,5,3,4-6,40.4204564842207,-79.9912593156125
59,"7300 BLOCK ANNAN WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,2,2,Homewood South,9,13,42003130300,2,5,3-17,40.4526855939746,-79.8966443719099
60,"7100 BLOCK FLETCHER WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,2,3,Homewood North,9,13,42003130200,2,5,3-18,40.4603589592752,-79.8975333414725
61,"ESSEN ST & PENFORT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,2,3,Spring Hill-City View,1,26,42003260900,1,1,1-13,40.4732083958375,-80.0028709970151
62,"BROAD ST & N GRAHAM ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,2,3,Garfield,9,11,42003111400,2,5,3-4,40.465441710116,-79.9346640758478
63,"200 BLOCK WILBUR ST PITTSBURGH, PA 15210",3,1,2,0,0,0,2015,2,3,Knoxville,3,30,42003300100,5,3,4-7,40.4074431006746,-79.9925986155206
64,"500 BLOCK ARMANDALE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,2,3,Central Northside,6,25,42003250300,1,1,1-21,40.4585545257611,-80.0127295482565
65,"300 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,2,4,Beltzhoover,3,18,42003562400,5,3,4-16,40.4209340242423,-80.0023196507148
66,"GIST ST & LOCUST ST PITTSBURGH, PA 15219",4,0,2,1,1,0,2015,2,4,Bluff,6,1,42003010300,3,2,2-1,40.4365276248502,-79.9795766871551
67,"1000 BLOCK SILVERDALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,2,4,Homewood North,9,13,42003130100,2,5,3-17,40.4559393895542,-79.8807695121168
68,"5500 BLOCK MARGARETTA ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,2,4,Garfield,9,11,42003111400,2,5,3-8,40.4683787562424,-79.9301635709146
69,"1900 BLOCK SAW MILL RUN BLVD PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,2,4,Overbrook,4,32,42003320600,5,3,4-25,40.3940451475447,-79.9972856091361
70,"CHARLES ST & IBIS WAY PITTSBURGH, PA 15210",1,0,0,0,1,0,2015,2,4,Knoxville,3,30,42003300100,5,3,4-6,40.416648959672,-79.9886575750774
71,"1100 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,2,5,Homewood North,9,13,42003130100,2,5,3-17,40.4579459828259,-79.888380239953
72,"5400 BLOCK WATERFORD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,2,5,Garfield,9,10,42003101700,2,5,3-4,40.465306605804,-79.9369285127361
73,"700 BLOCK TAFT AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,2,5,Beltzhoover,3,18,42003562400,5,3,4-16,40.4157956117744,-80.0071355028209
74,"1700 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15212",2,1,0,1,0,0,2015,2,5,Perry South,6,25,42003250300,1,1,1-10,40.4603961926616,-80.0097081468016
75,"2700 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,5,Terrace Village,6,5,42003051000,3,2,2-5,40.4471425289927,-79.9670278555567
76,"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
77,"600 BLOCK HILLSBORO ST PITTSBURGH, PA 15204",2,0,2,0,0,0,2015,2,5,,,,,,6,,,
78,"FORBES AVE & MOULTRIE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,6,Bluff,6,4,42003010300,3,2,2-1,40.4372049738672,-79.9744933841908
79,"500 BLOCK CEDARHURST ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,2,6,Beltzhoover,3,18,42003562400,5,3,4-21,40.4183443390625,-79.9987940867966
80,"<100 BLOCK MT OLIVER ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,2,6,South Side Slopes,3,17,42003170600,3,3,4-6,40.4214226708006,-79.9870884582861
81,"200 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,2,6,Knoxville,3,30,42003300100,5,3,4-6,40.417190555006,-79.9910522325694
82,"200 BLOCK HENDERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,2,6,Fineview,1,25,42003250900,1,1,1-10,40.4603253658888,-80.0016747061085
83,"5TH AVE & WASHINGTON PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,6,Bluff,6,3,42003020100,6,2,2-4,40.4388146576534,-79.9909474299517
84,"GRANT ST & 6TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,6,Central Business District,6,2,42003020100,6,2,1-3,40.4407645617458,-79.9958855306031
85,"500 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,3,0,Central Business District,6,1,42003020100,6,2,1-3,40.4412175503666,-80.0035931077627
86,"100 BLOCK 19TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,3,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4281368118648,-79.9794544619025
87,"2900 BLOCK BANKSVILLE RD PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,3,0,Banksville,2,20,42003202300,5,6,4-9,40.4030563546581,-80.0415398313648
88,"PERRYSVILLE AVE & MARSHALL RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,3,0,Perry North,1,26,42003260700,1,1,1-23,40.4781698148745,-80.0120669101136
89,"PUTNAM ST & FRANKSTOWN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,3,0,Larimer,9,12,42003120800,2,5,3-10,40.4599551157416,-79.9123809393205
90,"FRANKSTOWN AVE & COLLIER ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,3,1,Homewood South,9,13,42003130300,2,5,3-17,40.4564009200712,-79.8919053652988
91,"400 BLOCK S TRENTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,3,1,,,,,,OSC,,,
92,"FEDERAL STN & JACKSONIA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,3,1,Central Northside,6,25,42003220600,1,1,1-21,40.4582708928984,-80.0075467432163
93,"1400 BLOCK WASHINGTON BLVD PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,3,1,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-12,40.4703805557972,-79.9086078732226
94,"5100 BLOCK COLUMBO ST PITTSBURGH, PA 15224",2,0,1,1,0,0,2015,3,1,Garfield,9,10,42003101600,2,5,3-4,40.4702809660058,-79.9402690934677
95,"N RICHLAND ST & SUSQUEHANNA ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,3,1,Homewood South,9,13,42003130300,2,5,3-17,40.4518940435261,-79.8936268203665
96,"7200 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",2,0,1,1,0,0,2015,3,2,Homewood South,9,13,42003130300,2,5,3-17,40.4546203094633,-79.8974964063787
97,"400 BLOCK ROSEDALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,3,2,,9,,42003130400,,5,3-16,40.447688780542,-79.8881626598822
98,"400 BLOCK STANWIX ST PITTSBURGH, PA 15222",1,0,0,1,0,0,2015,3,2,Central Business District,6,1,42003020100,6,2,1-4,40.4408500373462,-80.0039886127867
99,"6500 BLOCK SHETLAND ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,3,2,Larimer,9,12,42003120400,2,5,3-12,40.4634504533681,-79.9091694238062
100,"3300 BLOCK BAINTON ST PITTSBURGH, PA 15212",1,0,0,0,0,1,2015,3,2,,,,,,1,,,
101,"MICHIGAN ST & GEARING AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,3,2,Beltzhoover,3,18,42003562400,5,3,4-16,40.4158310857198,-80.0048723058062
102,"2800 BLOCK BANKSVILLE RD PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,3,2,Banksville,2,20,42003202300,5,6,4-9,40.4049229001819,-80.0401487976792
103,"PERRYSVILLE AVE & MARSHALL RD PITTSBURGH, PA 15214",2,1,1,0,0,0,2015,3,2,Perry North,1,26,42003260700,1,1,1-23,40.4781698148745,-80.0120669101136
104,"NORMAN ST & BUENA VISTA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,3,2,Perry South,6,25,42003261400,1,1,1-10,40.4624851009688,-80.0139368883771
105,"1300 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,3,2,South Side Flats,3,17,42003170200,3,3,4-24,40.4286149368858,-79.9851784256069
106,"200 BLOCK S FAIRMOUNT ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,3,2,Friendship,7,8,42003080700,2,5,3-23,40.4623353530439,-79.9338068865
107,"500 BLOCK ENRIGHT CT PITTSBURGH, PA 15206",1,0,0,0,0,1,2015,3,2,,,,,,5,,,
108,"1200 BLOCK WOODLAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,3,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4697396230738,-80.0275103365149
109,"2400 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,3,3,Carrick,4,29,42003290400,3,3,4-23,40.3869345976777,-79.9835557643587
110,"2200 BLOCK N CHARLES ST PITTSBURGH, PA 15214",2,0,0,1,0,1,2015,3,3,Perry South,6,25,42003261400,1,1,1-12,40.4632224974554,-80.0198326978433
111,"BRYN MAWR RD & IOWA ST PITTSBURGH, PA 15219",2,0,0,2,0,0,2015,3,3,Upper Hill,6,5,42003050600,3,2,2-22,40.4514666457362,-79.9572541186785
112,"100 BLOCK AUBURN ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,3,3,,,,,,5,,,
113,"7600 BLOCK SUSQUEHANNA ST PITTSBURGH, PA 15221",3,2,0,0,1,0,2015,3,4,Homewood South,9,13,42003130400,2,5,3-17,40.4510080914673,-79.8921614763654
114,"100 BLOCK KIRK AVE PITTSBURGH, PA 15210",2,0,1,0,0,1,2015,3,4,,,,,,3,,,
115,"CENTRE AVE & DEVILLIERS ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,3,4,Crawford-Roberts,6,5,42003050100,3,2,2-1,40.4436483993491,-79.980333569546
116,"<100 BLOCK ELMORE ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,3,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4467202069578,-79.9787018349359
117,"BRUSHTON AVE & MONTICELLO ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,3,5,Homewood North,9,13,42003130200,2,5,3-17,40.457917388693,-79.8883777263182
118,"300 BLOCK HARMAR ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,3,5,Polish Hill,7,6,42003060500,6,2,2-6,40.4580869858574,-79.9689352794446
119,"AUBURN ST & LARIMER AVE PITTSBURGH, PA 15206",2,0,1,1,0,0,2015,3,5,Larimer,9,12,42003120800,2,5,3-10,40.4638673486009,-79.9167727657477
120,"1200 BLOCK PINERIDGE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,3,5,Homewood North,9,13,42003130100,2,5,3-17,40.459022534262,-79.8898723160879
121,"800 BLOCK EUREKA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,3,6,Allentown,3,18,42003180300,5,3,4-5,40.4236299703861,-79.9936963645088
122,"7100 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,3,6,Homewood South,9,13,42003130300,2,5,3-17,40.454813367931,-79.8993647550719
123,"7600 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,3,6,Homewood South,9,13,42003130400,2,5,3-17,40.4556727252117,-79.8899789283927
124,"SAW MILL RUN BLVD & CRANE AVE PITTSBURGH, PA 15226",1,0,0,1,0,0,2015,3,6,Mount Washington,4,19,42003191500,5,3,4-28,40.4170990738553,-80.0145843460984
125,"WALDECK ST & BIGELOW ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2015,4,0,Greenfield,5,15,42003562900,3,4,2-12,40.4251024469541,-79.9495084328874
126,"7500 BLOCK FELICIA WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,0,,,,,,5,,,
127,"ROMLEY WAY & HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,4,0,Larimer,9,12,42003120800,2,5,3-10,40.4584268529581,-79.9120991862536
128,"1600 BLOCK FIAT ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,4,0,Brookline,4,32,42003320600,5,6,4-25,40.3991581771628,-80.0061006331282
129,"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,0,Homewood South,9,13,42003130300,2,5,3-17,40.4555186499155,-79.8969956274934
130,"600 BLOCK KIRTLAND ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,0,Point Breeze,9,14,42003140600,3,4,3-14,40.4456421377292,-79.9077832292982
131,"PUTNAM ST & FRANKSTOWN AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,4,0,Larimer,9,12,42003120800,2,5,3-10,40.4599551157416,-79.9123809393205
132,"ELOISE ST & DROVERS WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,4,0,Central Northside,1,22,42003220600,1,1,1-21,40.45469318438,-80.0143333911246
133,"700 BLOCK N HOMEWOOD AVE PITTSBURGH, PA 15208",24,0,10,6,3,5,2015,4,1,Homewood South,9,13,42003130300,2,5,3-17,40.4556290191127,-79.8966745476016
134,"FRANKSTOWN AVE & PUTNAM ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,4,1,Larimer,9,12,42003120800,2,5,3-10,40.4599551157416,-79.9123809393205
135,"500 BLOCK PROTECTORY PL PITTSBURGH, PA 15219",2,0,1,0,0,1,2015,4,1,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4414802840402,-79.9850242704509
136,"200 BLOCK POPLARGROVE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,4,1,Carrick,4,29,42003290200,3,3,4-12,40.3965591166003,-79.9847685012514
137,"1300 BLOCK HODGKISS ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2015,4,1,Marshall-Shadeland,1,27,42003270400,1,1,1-14,40.4671486147232,-80.0295990648808
138,"1100 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,4,1,Carrick,4,29,42003290100,3,3,4-12,40.4049473205906,-79.9909025434676
139,"RACE ST & COLLIER ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,2,Homewood North,9,13,42003130200,2,5,3-17,40.4578564265558,-79.8913369014292
140,"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,4,2,Homewood South,9,13,42003130400,2,5,3-17,40.4555344380276,-79.8880963867104
141,"1400 BLOCK GRANDVIEW AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,2,,,,,,3,,,
142,"400 BLOCK PENFORT ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,4,2,,,,,,1,,,
143,"800 BLOCK CASINO DR PITTSBURGH, PA 15233",3,0,2,0,0,1,2015,4,2,Chateau,6,21,42003980600,6,1,1-8,40.4468215489554,-80.020451607988
144,"BELTZHOOVER AVE & MICHIGAN ST PITTSBURGH, PA 15210",1,0,0,0,0,1,2015,4,2,Knoxville,3,18,42003300100,5,3,4-21,40.415969825292,-79.9971888876791
145,"1800 BLOCK DAVIS AVE PITTSBURGH, PA 15212",1,0,0,0,1,0,2015,4,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.4798991313976,-80.0418455015798
146,"900 BLOCK BERRY ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,4,3,,,,,,6,,,
147,"7100 BLOCK CHURCHLAND ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,4,3,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4710709306129,-79.8967912613571
148,"1900 BLOCK MORRELL ST PITTSBURGH, PA 15212",1,0,0,0,1,0,2015,4,3,Brighton Heights,1,27,42003270100,1,1,1-14,40.4832783296913,-80.043066960943
149,"1700 BLOCK STRATMORE ST PITTSBURGH, PA 15205",3,0,1,2,0,0,2015,4,3,Crafton Heights,2,28,42003281500,5,6,1-18,40.4420066661322,-80.0569930899309
150,"1200 BLOCK NOLAN CT PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,4,4,Homewood North,9,13,42003130100,2,5,3-17,40.4594394730591,-79.8868738733753
151,"600 BLOCK CHAUNCEY ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,4,Middle Hill,6,5,42003050100,3,2,2-5,40.4474441783156,-79.973342469717
152,"7200 BLOCK MT VERNON ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,4,Homewood North,9,13,42003130100,2,5,3-17,40.4611940783522,-79.8944010830047
153,"700 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,4,4,Northview Heights,1,26,42003260900,1,1,1-13,40.4759997700279,-79.9982412589835
154,"2200 BLOCK JONQUIL WAY PITTSBURGH, PA 15210",4,0,1,2,1,0,2015,4,4,Arlington,3,16,42003561600,3,3,4-8,40.4159646062841,-79.9761809130868
155,"UPLAND ST & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,4,Homewood North,9,13,42003130100,2,5,3-18,40.4627659348695,-79.8975520540997
156,"7300 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,4,Homewood North,9,13,42003130200,2,5,3-17,40.4588375462801,-79.8932531294066
157,"WOODLOW ST & CRUCIBLE ST PITTSBURGH, PA 15205",1,0,0,0,1,0,2015,4,5,Crafton Heights,2,28,42003281400,5,6,1-17,40.4470629488975,-80.0510509293571
158,"800 BLOCK INDUSTRY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,4,5,,,,,,3,,,
159,"<100 BLOCK WALDECK ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,4,5,Greenfield,5,15,42003562900,3,4,2-12,40.4249446887468,-79.9510208192292
160,"HAMILTON AVE & 5TH AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,5,Homewood West,9,12,42003120700,2,5,3-17,40.4572898625102,-79.9090629890633
161,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,4,5,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
162,"2200 BLOCK EAST HILLS DR DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,4,5,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
163,"300 BLOCK HALKET ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,4,5,South Oakland,3,4,42003040900,3,4,2-14,40.4370860222288,-79.9615430224765
164,"800 BLOCK BRYN MAWR RD PITTSBURGH, PA 15219",2,0,0,2,0,0,2015,4,5,Upper Hill,6,5,42003050600,3,2,2-22,40.4523591746224,-79.9602433521871
165,"7500 BLOCK THOMAS BLVD PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,5,Point Breeze North,9,14,42003140500,2,4,3-14,40.4500161031202,-79.8953407175097
166,"100 BLOCK MC NEILLY RD PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,4,5,,,,42003479000,,6,,40.3804256888934,-80.0066164966622
167,"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
168,"MILWAUKEE ST & ADELAIDE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,5,Upper Hill,6,5,42003050600,3,2,2-22,40.454700759463,-79.9607999579064
169,"HAMILTON AVE & ENTERPRISE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,4,5,Larimer,9,12,42003120800,2,5,3-10,40.4593461031372,-79.9144418884384
170,"2000 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,0,0,0,1,2015,4,5,Terrace Village,6,5,42003030500,3,2,2-1,40.4427118376738,-79.9796392207208
171,"500 BLOCK CHESTER AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,4,5,Perry South,6,26,42003261400,1,1,1-12,40.4665442392489,-80.0160821528121
172,"MADISON AVE & VISTA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,4,6,East Allegheny,1,23,42003563200,1,1,1-5,40.4581781191455,-79.9981477310768
173,"BEDFORD AVE & CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,6,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498121771878,-79.9746234202074
174,"CHATEAU ST & LIVERPOOL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,4,6,Chateau,6,21,42003980600,1,1,1-8,40.4546243496234,-80.0285718586981
175,"3300 BLOCK MOTOR ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,4,6,Sheraden,2,20,42003562500,5,6,1-16,40.4594670130836,-80.0569724104552
176,"5200 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2015,4,6,Garfield,9,10,42003101700,2,5,3-4,40.4652146364524,-79.9395692488706
177,"CRANE AVE & BANKSVILLE RD PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,4,6,Beechview,2,20,42003202300,5,6,4-9,40.415918579881,-80.0299214550342
178,"1400 BLOCK FEDERAL STN PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,4,6,Central Northside,6,25,42003220600,1,1,1-6,40.4579805101081,-80.0073883392294
179,"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,0,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
180,"7000 BLOCK MT VERNON ST PITTSBURGH, PA 15208",2,0,0,0,1,1,2015,5,0,Homewood North,9,13,42003130100,2,5,3-18,40.4625297665184,-79.8995187532851
181,"500 BLOCK COLLINS AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,5,0,,,,,,5,,,
182,"300 BLOCK ENRIGHT CT PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,5,1,East Liberty,9,12,42003111500,2,5,3-10,40.4608871491557,-79.9168404065684
183,"400 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,5,1,Central Business District,6,1,42003020100,6,2,1-3,40.4409698090743,-80.0056908034284
184,"1900 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,5,1,Arlington,3,16,42003561600,3,3,4-22,40.4175120788998,-79.9805121134754
185,"JAMES ST & KNOLL ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,5,1,East Allegheny,1,22,42003563200,1,1,1-6,40.4573898730746,-80.0018950463695
186,"500 BLOCK STADIUM ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,5,1,Sheraden,2,20,42003562500,5,6,1-16,40.4599150006895,-80.0574196510947
187,"8000 BLOCK BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,2,East Hills,9,13,42003130600,2,5,3-17,40.4539325993753,-79.8841190303238
188,"900 BLOCK FARRAGUT ST PITTSBURGH, PA 15206",5,0,2,1,1,1,2015,5,2,Highland Park,7,11,42003110600,2,5,3-9,40.4710161833895,-79.9190019667044
189,"400 BLOCK PENFORT ST PITTSBURGH, PA 15214",3,0,1,0,1,1,2015,5,2,,,,,,1,,,
190,"5200 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,5,2,Garfield,9,10,42003101700,2,5,3-4,40.4652146364524,-79.9395692488706
191,"700 BLOCK WYMORE ST PITTSBURGH, PA 15220",1,1,0,0,0,0,2015,5,2,Elliott,2,20,42003562600,5,6,1-17,40.4395793300042,-80.0409921475628
192,"5400 BLOCK BUTLER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2015,5,2,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4828224965156,-79.9509526482563
