_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
2744,"100 BLOCK WATSON BLVD PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,1,Perry North,1,26,42003260700,1,1,1-15,40.4803265210713,-80.0101473596615
2745,"JOHNSTON AVE & GLENWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,6,1,Hazelwood,5,15,42003562300,3,4,2-13,40.4064716901937,-79.9397228704083
2746,"JOHNSTON AVE & GLENWOOD AVE PITTSBURGH, PA 15207",2,1,1,0,0,0,2019,6,1,Hazelwood,5,15,42003562300,3,4,2-13,40.4064716901937,-79.9397228704083
2747,"100 BLOCK ALPINE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,1,Central Northside,6,25,42003250300,1,1,1-21,40.4587061869282,-80.0089485547709
2748,"400 BLOCK LARIMER AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,6,1,Larimer,9,12,42003120800,2,5,3-10,40.4647696572809,-79.915056175025
2749,"3500 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,2,Brighton Heights,1,27,42003270800,1,1,1-14,40.4794856987459,-80.0309685639771
2750,"500 BLOCK MAYTIDE ST PITTSBURGH, PA 15227",1,0,1,0,0,0,2019,6,2,Carrick,4,32,42003290400,3,3,4-23,40.3844903178429,-79.9884270621581
2751,"500 BLOCK PAULSON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,6,2,Larimer,9,12,42003120400,2,5,3-12,40.4632524802595,-79.9120987736764
2752,"2000 BLOCK WYANDOTTE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,6,2,Crawford-Roberts,6,5,42003030500,3,2,2-1,40.4382636133352,-79.9775979078535
2753,"E WARRINGTON AVE & HABERMAN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,6,3,Mount Washington,3,18,42003191500,5,3,4-16,40.4210371078725,-80.002489981356
2754,"300 BLOCK 46TH ST PITTSBURGH, PA 15201",1,0,0,1,0,0,2019,6,3,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4706545033868,-79.9560582614731
2755,"OAK HILL DR & GARNER CT PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,6,3,Terrace Village,6,5,42003051000,3,2,2-10,40.4424167799801,-79.9699477187753
2756,"1200 BLOCK NOLAN CT PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,6,3,Homewood North,9,13,42003130100,2,5,3-17,40.4594394730591,-79.8868738733753
2757,"6900 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,6,4,,,,,,5,,,
2758,"OHIO RIVER BLVD & SUPERIOR AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,4,,,,,,1,,,
2759,"FEDERAL STN & HENDERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,4,Fineview,6,25,42003250900,1,1,1-21,40.4588709023794,-80.0077514693018
2760,"CHARLES ST & BELTZHOOVER AVE PITTSBURGH, PA 15210",2,0,2,0,0,0,2019,6,4,Beltzhoover,3,18,42003562400,5,3,4-21,40.4164198090077,-79.9972065675034
2761,"TRUAX WAY & KILKENBECK ST PITTSBURGH, PA 15212",2,0,1,1,0,0,2019,6,4,Troy Hill,1,24,42003240600,1,1,1-2,40.4593487440208,-79.9871694302261
2762,"1200 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,6,4,Strip District,7,2,42003020300,6,2,2-3,40.4457244322388,-79.9919081766795
2763,"100 BLOCK CRESTLINE PL PITTSBURGH, PA 15221",1,0,0,1,0,0,2019,6,4,East Hills,9,13,42003130600,2,5,3-19,40.4515885312781,-79.8761828588642
2764,"WYLIE AVE & PERRY ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,6,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4457154193835,-79.9773285516017
2765,"1500 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,0,1,0,0,2019,6,5,California-Kirkbride,6,25,42003250700,1,1,1-21,40.4568744092444,-80.0165685056208
2766,"500 BLOCK GRANDVIEW AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,6,5,Mount Washington,2,19,42003190300,5,3,4-27,40.4349092174935,-80.011910401322
2767,"600 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,5,Perry South,6,25,42003261400,1,1,1-12,40.4646010788861,-80.0167465389726
2768,"400 BLOCK OTTILLIA ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,6,5,Mount Oliver Borough,,0,42003481000,0,3,Mt Oliver,40.4126377264255,-79.9817843683398
2769,"5000 BLOCK BLAIR ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,6,5,Hazelwood,5,15,42003562900,3,4,2-13,40.4078617374171,-79.947000155183
2770,"EAST OHIO ST & MORAVIAN WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,5,East Allegheny,1,23,42003563200,1,1,1-6,40.4533854642012,-80.0011314034089
2771,"100 BLOCK WATSON BLVD PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,6,5,Perry North,1,26,42003260700,1,1,1-15,40.4803265210713,-80.0101473596615
2772,"2500 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",2,0,1,1,0,0,2019,6,6,Perry South,6,26,42003261400,1,1,1-12,40.4697219736393,-80.0079441386222
2773,"2600 BLOCK KENN AVE PITTSBURGH, PA 15214",1,0,0,0,0,1,2019,6,6,Perry South,6,26,42003261400,1,1,1-12,40.4678159681642,-80.0155279277683
2774,"1500 BLOCK BEECHVIEW AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,6,6,Beechview,4,19,42003191600,5,6,4-28,40.4128760130291,-80.0251386963989
2775,"LEGION WAY & PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,6,Perry South,6,26,42003261500,1,1,1-23,40.4714561247133,-80.008942803462
2776,"3200 BLOCK LECKY AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4744448069305,-80.0344226025769
2777,"ANTRIM ST & FLEMING AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,6,Brighton Heights,1,27,42003270300,1,1,1-14,40.4752858640461,-80.0375412060208
